Instruction,Summary,Category,User story
"Definition: In this task, you are given a sentence in Hindi and its English translation. Your task is to classify the translation as ""Yes"" if it is correct or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Hindi translation is accurate.,,"As a language verifier, I want to determine whether a given English sentence accurately translates a Hindi sentence, So that I can ensure reliable bilingual communication."
"Definition: You will be given two descriptions of historical events. Your job is to classify them as ""Similar"" if they describe the same event or ""Dissimilar"" if they refer to different events. Emphasis & Caution: - Things to avoid: -",Summarize whether two historical event descriptions are similar.,,"As a history content reviewer, I want to identify whether two given descriptions refer to the same historical event, So that I can ensure accurate representation of historical information."
"Definition: In this task, you are given a paragraph of text and its corresponding summary. Your task is to classify the summary as ""True"" if it correctly represents the paragraph or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a summary matches its paragraph.,,"As a summarization verifier, I want to determine whether a given summary accurately represents the corresponding paragraph, So that I can ensure clarity and precision in text summarization."
"Definition: In this task, you are given a pair of product descriptions. Your task is to classify them as ""Similar"" if they describe the same product or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two product descriptions are similar.,,"As a product information reviewer, I want to assess whether two given descriptions refer to the same product, So that I can improve the accuracy of product categorization."
"Definition: In this task, you are given two statements about climate change. Your job is to classify them as ""Similar"" if they express the same idea or ""Dissimilar"" if they do not. Emphasis & Caution: Focus on the overall meaning rather than individual words. Things to avoid: Avoid relying solely on keywords without considering context.",Summarize whether two statements about climate change are similar.,,"As a climate change analyst, I want to evaluate whether two given statements convey the same idea, So that I can ensure accurate aggregation of climate-related information, By focusing on context rather than individual keywords."
"Definition: In this task, you are given a topic and an argument. Your task is to decide if the argument is directly relevant to the topic. Label it as ""Yes"" if it is relevant and ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether an argument is relevant to its topic.,,"As a topic-argument evaluator, I want to determine whether a given argument directly relates to a specific topic, So that I can enhance the clarity and organization of debates."
"Definition: You are given two user reviews for the same product. Your task is to classify the reviews as ""Similar"" if they express the same sentiment or opinion, or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two user reviews are similar.,,"As a product sentiment analyzer, I want to evaluate whether two given reviews express similar sentiments about the same product, So that I can better understand customer feedback."
"Definition: In this task, you are given two questions about space exploration. Your task is to classify them as ""Similar"" if they focus on the same topic or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two questions about space exploration are similar.,,"As a question classifier, I want to determine whether two given questions about space exploration are similar or dissimilar, So that I can improve the organization of scientific inquiries."
"Definition: In this task, you are given an abstract of a paper and two candidate titles. Your job is to select the title that best represents the abstract. Emphasis & Caution: - Things to avoid: -",Summarize which title best fits the abstract.,,"As a research abstract evaluator, I want to identify the most suitable title for a given abstract, So that I can ensure accurate representation of scientific content."
"Definition: In this task, you are given two tweets about a specific event. Your task is to classify them as ""Similar"" if they refer to the same event or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two tweets about an event are similar.,,"As a social media analyst, I want to determine whether two given tweets about a specific event are similar or dissimilar, So that I can better track online discussions and trends."
"Definition: In this task, you are given a sentence in English and its Korean translation. Your task is to classify the translation as ""Yes"" if it is correct or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Korean translation is accurate.,,"As a language verifier, I want to determine whether a given Korean sentence accurately translates its corresponding English sentence, So that I can ensure high-quality multilingual communication."
"Definition: In this task, you are given two sentences about renewable energy. Your job is to classify them as ""Similar"" if they express the same idea or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two sentences about renewable energy are similar.,,"As a content analyzer, I want to determine whether two given sentences about renewable energy are similar or dissimilar, So that I can organize related discussions effectively."
"Definition: In this task, you are given a user review and its associated summary. Your task is to classify the summary as ""True"" if it accurately represents the review or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a review summary matches the review.,,"As a review evaluator, I want to assess whether a summary accurately reflects its corresponding review, So that I can ensure clear and concise feedback for potential customers."
"Definition: In this task, you are given two headlines about a sports event. Your job is to classify them as ""Similar"" if they refer to the same event or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two sports headlines are similar.,,"As a sports news analyst, I want to determine whether two given headlines discuss the same sports event, So that I can ensure accuracy and relevance in news aggregation."
"Definition: You will be given a scientific abstract and its corresponding title. Your task is to classify the title as ""Match"" if it accurately represents the abstract or ""No Match"" if it does not. Emphasis & Caution: Ensure the title covers the main focus of the abstract without unnecessary details. Things to avoid: Avoid relying solely on keywords without understanding the full context of the abstract.",Summarize whether a title matches its scientific abstract.,,"As a scientific abstract evaluator, I want to determine whether a given title accurately reflects its abstract, So that I can ensure proper indexing and comprehension, By focusing on the abstract¡¯s main focus and avoiding keyword-only comparisons."
"Definition: In this task, you are given two descriptions of a movie. Your task is to classify them as ""Similar"" if they refer to the same movie or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two movie descriptions are similar.,,"As a content reviewer, I want to assess whether two given descriptions refer to the same movie, So that I can ensure consistency in entertainment-related metadata."
"Definition: In this task, you are given two questions about health and wellness. Your task is to classify them as ""Similar"" if they focus on the same issue or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two health-related questions are similar.,,"As a health query classifier, I want to determine whether two given questions about health and wellness are similar or dissimilar, So that I can better organize health-related inquiries."
"Definition: In this task, you are given a social media post and its translated version. Your task is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether a social media post translation is accurate.,,"As a social media translator, I want to verify whether a translated post accurately conveys the original message, So that I can ensure effective communication across languages."
"Definition: You are given a pair of legal documents. Your task is to classify them as ""Paraphrase"" if they convey the same legal information or ""Not Paraphrase"" if they do not. Emphasis & Caution: Ensure all clauses and terms are consistent between the documents. Things to avoid: Avoid assuming similarity based solely on overlapping terminology without checking the meaning of clauses.",Summarize whether two legal documents are paraphrases.,,"As a legal content reviewer, I want to determine whether two given legal documents convey the same information, So that I can ensure consistency in legal text processing, By focusing on clause alignment and avoiding reliance on overlapping terminology alone."
"Definition: In this task, you are given two headlines about political news. Your task is to classify them as ""Similar"" if they refer to the same story or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two political headlines are similar.,,"As a political news analyst, I want to evaluate whether two given headlines refer to the same political news story, So that I can better analyze media coverage and trends."
"Definition: In this task, you are given two research abstracts. Your task is to classify them as ""Similar"" if they discuss the same topic or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two research abstracts are similar.,,"As a research analyst, I want to determine whether two given research abstracts are similar or dissimilar, So that I can streamline academic content categorization."
"Definition: In this task, you are given a product description and its corresponding review. Your job is to determine if the review accurately reflects the product description. Label it as ""True"" if it does and ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a review matches its product description.,,"As a product evaluator, I want to assess whether a given review accurately represents the product description, So that I can ensure consistency in product feedback analysis."
"Definition: In this task, you are given two user profiles from a social networking site. Your task is to classify them as ""Similar"" if they belong to the same person or ""Dissimilar"" if they belong to different individuals. Emphasis & Caution: - Things to avoid: -",Summarize whether two user profiles are similar.,,"As a profile validator, I want to determine whether two given user profiles represent the same individual, So that I can ensure accurate user identification and prevent duplicates."
"Definition: You will be given a paragraph of text and its corresponding bullet-point summary. Your task is to classify the summary as ""True"" if it accurately represents the paragraph or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a bullet-point summary matches its paragraph.,,"As a summarization verifier, I want to evaluate whether a given bullet-point summary correctly represents the corresponding paragraph, So that I can ensure clarity and precision in content summaries."
"Definition: In this task, you are given a sentence in Spanish and its English translation. Your job is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Spanish translation is accurate.,,"As a language verifier, I want to assess whether a given English sentence accurately translates a Spanish sentence, So that I can ensure high-quality bilingual communication."
"Definition: In this task, you are given two news headlines about global economics. Your task is to classify them as ""Similar"" if they refer to the same story or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two global economics headlines are similar.,,"As an economic news analyst, I want to determine whether two given headlines refer to the same global economics story, So that I can organize and analyze financial news more effectively."
"Definition: You will be given two song descriptions. Your task is to classify them as ""Similar"" if they describe the same song or ""Dissimilar"" if they describe different songs. Emphasis & Caution: - Things to avoid: -",Summarize whether two song descriptions are similar.,,"As a music content reviewer, I want to evaluate whether two given descriptions refer to the same song, So that I can ensure consistency in song metadata and categorization."
"Definition: In this task, you are given a research paper abstract and two candidate keywords. Your task is to select the keyword that best represents the abstract. Emphasis & Caution: - Things to avoid: -",Summarize which keyword best matches the research abstract.,,"As a research keyword classifier, I want to identify the most suitable keyword for a given research abstract, So that I can improve searchability and relevance for academic users."
"Definition: You are given two legal case summaries. Your task is to classify them as ""Similar"" if they refer to the same case or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two legal case summaries are similar.,,"As a legal document reviewer, I want to determine whether two given case summaries refer to the same case, So that I can streamline legal content organization."
"Definition: In this task, you are given a movie plot and its translated summary. Your job is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: Ensure the translated summary captures key plot elements. Things to avoid: Avoid over-reliance on literal translations; focus on capturing the essence of the plot.",Summarize whether a translated movie plot is accurate.,,"As a movie content evaluator, I want to determine whether a translated summary accurately conveys the key elements of a movie plot, So that I can ensure accurate and meaningful translations, By focusing on capturing key plot elements rather than relying on literal translations."
"Definition: In this task, you are given a paragraph from a book and its corresponding summary. Your task is to classify the summary as ""True"" if it accurately represents the paragraph or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a book paragraph matches its summary.,,"As a book content reviewer, I want to assess whether a given summary accurately reflects the corresponding book paragraph, So that I can ensure precise and meaningful content summarization."
"Definition: You are given two customer complaints about a product. Your task is to classify them as ""Similar"" if they address the same issue or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two customer complaints are similar.,,"As a customer feedback analyzer, I want to determine whether two given complaints address the same issue, So that I can improve the organization and resolution of customer concerns."
"Definition: In this task, you are given a sentence in Russian and its English translation. Your task is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Russian translation is accurate.,,"As a language evaluator, I want to assess whether a given English sentence is a correct translation of its corresponding Russian sentence, So that I can ensure accurate bilingual communication."
"Definition: In this task, you are given a social media post and a summary of its content. Your task is to classify the summary as ""True"" if it accurately represents the post or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a social media post matches its summary.,,"As a social media content reviewer, I want to determine whether a given summary accurately reflects the content of a social media post, So that I can ensure clarity and relevance in summarization."
"Definition: You are given two questions about cybersecurity. Your task is to classify them as ""Similar"" if they address the same issue or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two questions about cybersecurity are similar.,,"As a cybersecurity question classifier, I want to determine whether two given questions are similar or dissimilar, So that I can better organize and address cybersecurity concerns."
"Definition: In this task, you are given a movie review and its translated version. Your task is to classify the translation as ""Yes"" if it accurately represents the original review or ""No"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a movie review translation is accurate.,,"As a movie content evaluator, I want to assess whether a translated movie review accurately reflects its original content, So that I can ensure reliable and meaningful translations."
"Definition: You are given two legal contracts. Your task is to classify them as ""Similar"" if they refer to the same agreement or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two legal contracts are similar.,,"As a legal document reviewer, I want to determine whether two given contracts refer to the same agreement, So that I can streamline legal documentation and identify duplicates."
Definition: You are given a research paper abstract and a list of keywords. Your task is to identify which keyword best represents the content of the abstract. Emphasis & Caution: - Things to avoid: -,Summarize which keyword best represents a research abstract.,,"As a keyword classifier, I want to identify the most relevant keyword for a given research abstract, So that I can enhance the searchability and organization of academic content."
"Definition: In this task, you are given two user reviews for a software product. Your task is to classify them as ""Similar"" if they address the same feature or ""Dissimilar"" if they address different aspects of the product. Emphasis & Caution: - Things to avoid: -",Summarize whether two software reviews are similar.,,"As a review analyst, I want to determine whether two given software reviews address the same feature, So that I can improve the organization and understanding of customer feedback."
"Definition: You are given two headlines about environmental policies. Your task is to classify them as ""Similar"" if they discuss the same policy or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two environmental policy headlines are similar.,,"As an environmental policy analyst, I want to determine whether two given headlines refer to the same policy, So that I can better analyze trends and coverage in environmental news."
"Definition: You are given a pair of scientific paper titles. Your task is to classify them as ""Similar"" if they refer to the same research area or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two scientific paper titles are similar.,,"As a research content classifier, I want to determine whether two given scientific paper titles refer to the same research area, So that I can organize academic resources more effectively."
"Definition: In this task, you are given a product specification and its corresponding manual description. Your task is to classify the description as ""True"" if it matches the specification or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a product manual matches its specification.,,"As a technical document evaluator, I want to determine whether a given product manual accurately reflects its specification, So that I can ensure accurate documentation for users."
"Definition: You will be given a paragraph about a historical event and a candidate summary. Your task is to classify the summary as ""True"" if it accurately reflects the paragraph or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a historical event summary matches its paragraph.,,"As a history content reviewer, I want to determine whether a given summary accurately represents its corresponding historical event paragraph, So that I can ensure accuracy in historical documentation."
"Definition: In this task, you are given a sentence in Japanese and its English translation. Your task is to classify the translation as ""Yes"" if it is correct or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Japanese translation is accurate.,,"As a language verifier, I want to determine whether a given Japanese sentence is a correct translation of its corresponding English sentence, So that I can ensure accurate cross-lingual communication."
"Definition: You are given two abstracts of political speeches. Your task is to classify them as ""Similar"" if they address the same issue or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two political speech abstracts are similar.,,"As a political content analyzer, I want to evaluate whether two given abstracts from political speeches discuss the same issue, So that I can organize and compare political perspectives effectively."
"Definition: In this task, you are given a list of key features from a product brochure and a user review. Your task is to classify the review as ""True"" if it mentions the key features accurately or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a user review matches product features.,,"As a product content evaluator, I want to determine whether a given user review accurately reflects the key features listed in the product brochure, So that I can ensure alignment between customer feedback and product descriptions."
"Definition: You are given two comments on a discussion forum about technology. Your task is to classify them as ""Similar"" if they express the same opinion or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two technology forum comments are similar.,,"As a forum content analyst, I want to determine whether two given comments on technology express the same opinion, So that I can better analyze and organize user perspectives."
"Definition: In this task, you are given a paragraph describing a movie plot and a summary. Your task is to classify the summary as ""True"" if it matches the plot or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a movie plot matches its summary.,,"As a movie content reviewer, I want to determine whether a given movie plot summary accurately reflects the paragraph describing the plot, So that I can ensure clarity and accuracy in movie content summaries."
"Definition: You are given a translated slogan in English and its original version in Chinese. Your task is to classify the translation as ""Yes"" if it conveys the same meaning or ""No"" if it does not. Emphasis & Caution: Focus on preserving cultural nuances and intent behind the slogan. Things to avoid: Avoid relying solely on literal translations without considering the original context.",Summarize whether a slogan translation is accurate.,,"As a branding content reviewer, I want to determine whether a translated slogan conveys the same meaning as the original, So that I can ensure culturally relevant and accurate messaging, By focusing on preserving cultural nuances and avoiding literal-only translations."
"Definition: You are given two travel itineraries. Your task is to classify them as ""Similar"" if they describe the same trip or ""Dissimilar"" if they describe different trips. Emphasis & Caution: - Things to avoid: -",Summarize whether two travel itineraries are similar.,,"As a travel content evaluator, I want to determine whether two given travel itineraries refer to the same trip, So that I can ensure proper categorization and clarity for travelers."
"Definition: You are given two abstracts from journal articles. Your task is to classify them as ""Similar"" if they cover the same research topic or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two journal abstracts are similar.,,"As an academic content reviewer, I want to determine whether two given journal abstracts refer to the same research topic, So that I can better organize academic publications."
"Definition: In this task, you are given a job description and a candidate¡¯s resume summary. Your task is to classify the summary as ""Match"" if it aligns with the job description or ""No Match"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a candidate's resume matches a job description.,,"As a recruiter, I want to determine whether a given candidate¡¯s resume aligns with a job description, So that I can identify suitable candidates for the role."
"Definition: You are given two book descriptions. Your task is to classify them as ""Similar"" if they refer to the same book or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two book descriptions are similar.,,"As a book metadata reviewer, I want to determine whether two given book descriptions refer to the same book, So that I can ensure accuracy in library or catalog databases."
"Definition: You are given a sentence in French and its corresponding English translation. Your task is to classify the translation as ""Yes"" if it is correct or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the French translation is accurate.,,"As a language evaluator, I want to assess whether a given French sentence is accurately translated into English, So that I can ensure high-quality bilingual content."
"Definition: You are given two reviews for the same restaurant. Your task is to classify them as ""Similar"" if they express the same sentiment or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two restaurant reviews are similar.,,"As a sentiment analyzer, I want to determine whether two given restaurant reviews share the same sentiment, So that I can better understand customer opinions and trends."
"Definition: In this task, you are given a translated tagline in English and its original version in Spanish. Your task is to classify the translation as ""Yes"" if it conveys the same meaning or ""No"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a tagline translation is accurate.,,"As a marketing content reviewer, I want to verify whether a translated tagline accurately reflects its original meaning, So that I can ensure effective cross-language branding."
"Definition: You are given a research paper and a proposed title. Your task is to classify the title as ""Match"" if it accurately represents the paper¡¯s content or ""No Match"" if it does not. Emphasis & Caution: Ensure the title reflects the main findings and focus of the research. Things to avoid: Avoid relying on superficial keyword alignment without considering the broader research context.",Summarize whether a research title matches its paper.,,"As a research content validator, I want to determine whether a proposed title accurately represents a research paper, So that I can ensure proper indexing and clarity for readers, By focusing on main findings and avoiding superficial keyword alignment."
"Definition: You are given two tweets discussing a political topic. Your task is to classify them as ""Similar"" if they express the same viewpoint or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two political tweets are similar.,,"As a social media content analyst, I want to evaluate whether two given tweets on a political topic share the same viewpoint, So that I can better understand public opinion."
"Definition: You are given a sentence in Chinese and its English translation. Your task is to classify the translation as ""Yes"" if it is correct or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Chinese translation is accurate.,,"As a bilingual evaluator, I want to assess whether a given English sentence accurately translates a Chinese sentence, So that I can ensure effective communication across languages."
"Definition: In this task, you are given two product marketing statements. Your task is to classify them as ""Similar"" if they describe the same product feature or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two product marketing statements are similar.,,"As a product marketing analyst, I want to determine whether two given marketing statements describe the same product feature, So that I can ensure consistency in promotional messaging."
"Definition: You are given a sentence in Italian and its English translation. Your task is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Italian translation is accurate.,,"As a language verifier, I want to determine whether a given English sentence is an accurate translation of an Italian sentence, So that I can ensure reliable multilingual communication."
"Definition: You are given two descriptions of tourist attractions. Your task is to classify them as ""Similar"" if they describe the same attraction or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two tourist attraction descriptions are similar.,,"As a travel content organizer, I want to determine whether two given descriptions refer to the same tourist attraction, So that I can ensure accurate and consistent travel recommendations."
"Definition: You are given two news headlines about technology trends. Your task is to classify them as ""Similar"" if they refer to the same trend or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two technology trend headlines are similar.,,"As a technology news analyst, I want to evaluate whether two given headlines discuss the same technology trend, So that I can organize and analyze tech news effectively."
"Definition: You are given two academic course descriptions. Your task is to classify them as ""Similar"" if they refer to the same course or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two course descriptions are similar.,,"As an academic advisor, I want to determine whether two given course descriptions refer to the same course, So that I can ensure accurate course cataloging for students."
"Definition: You are given a sentence in German and its English translation. Your task is to classify the translation as ""Yes"" if it is correct or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the German translation is accurate.,,"As a translation reviewer, I want to assess whether a given English sentence is a correct translation of a German sentence, So that I can ensure high-quality translations."
"Definition: You are given two marketing slogans for a product. Your task is to classify them as ""Similar"" if they convey the same message or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two marketing slogans are similar.,,"As a marketing content reviewer, I want to determine whether two given slogans convey the same message, So that I can ensure consistency in product branding."
"Definition: You are given a research abstract and a proposed conclusion. Your task is to classify the conclusion as ""Match"" if it aligns with the abstract or ""No Match"" if it does not. Emphasis & Caution: Ensure the conclusion is consistent with the main findings of the abstract. Things to avoid: Avoid conclusions that add unrelated information or misinterpret findings.",Summarize whether a research conclusion matches its abstract.,,"As a research reviewer, I want to determine whether a given conclusion accurately reflects the content of a research abstract, So that I can ensure logical consistency, By focusing on the abstract¡¯s findings and avoiding unrelated information."
"Definition: You are given two customer reviews for the same product. Your task is to classify them as ""Similar"" if they describe the same feature or ""Dissimilar"" if they describe different features. Emphasis & Caution: - Things to avoid: -",Summarize whether two customer reviews are similar.,,"As a product review analyst, I want to determine whether two given reviews discuss the same product feature, So that I can identify key customer concerns and trends."
"Definition: You are given a sentence in Arabic and its English translation. Your task is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Arabic translation is accurate.,,"As a bilingual content reviewer, I want to assess whether a given English sentence accurately translates an Arabic sentence, So that I can ensure effective communication."
"Definition: You are given two movie trailers. Your task is to classify them as ""Similar"" if they promote the same movie or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two movie trailers are similar.,,"As a media content evaluator, I want to determine whether two given trailers promote the same movie, So that I can ensure proper categorization in movie databases."
"Definition: You are given a paragraph from a research article and a candidate summary. Your task is to classify the summary as ""True"" if it accurately represents the paragraph or ""False"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a research article paragraph matches its summary.,,"As a research summary evaluator, I want to determine whether a given summary accurately reflects a paragraph from a research article, So that I can ensure clarity and precision in academic communication."
"Definition: You are given two sentences describing a scientific phenomenon. Your task is to classify them as ""Similar"" if they explain the same phenomenon or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two sentences about a scientific phenomenon are similar.,,"As a scientific content classifier, I want to determine whether two given sentences describe the same scientific phenomenon, So that I can improve the organization of scientific information."
"Definition: You are given a product advertisement in English and its translated version in French. Your task is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether a product advertisement translation is accurate.,,"As a translation evaluator, I want to determine whether a French translation accurately reflects the original English product advertisement, So that I can ensure high-quality marketing content across languages."
"Definition: You are given two recipes. Your task is to classify them as ""Similar"" if they prepare the same dish or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two recipes are similar.,,"As a culinary content reviewer, I want to determine whether two given recipes are for the same dish, So that I can ensure accurate categorization in recipe collections."
"Definition: You are given a software feature description and a customer query. Your task is to classify the query as ""Match"" if it aligns with the feature description or ""No Match"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a customer query matches a software feature description.,,"As a software support analyst, I want to determine whether a given customer query matches a software feature description, So that I can provide accurate and relevant responses."
"Definition: You are given two descriptions of an art piece. Your task is to classify them as ""Similar"" if they describe the same art piece or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two art descriptions are similar.,,"As an art catalog reviewer, I want to determine whether two given descriptions refer to the same art piece, So that I can ensure accurate metadata in art collections."
"Definition: You are given a job advertisement in English and its translation in Spanish. Your task is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: Ensure the translation retains critical job details such as qualifications, responsibilities, and location. Things to avoid: Avoid literal translations that obscure the job¡¯s intent.",Summarize whether a job advertisement translation is accurate.,,"As a bilingual recruiter, I want to determine whether a Spanish translation accurately reflects an English job advertisement, So that I can ensure effective cross-lingual hiring, By focusing on critical details and avoiding overly literal translations."
"Definition: You are given two user reviews about a smartphone. Your task is to classify them as ""Similar"" if they discuss the same feature or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two smartphone reviews are similar.,,"As a product review analyzer, I want to determine whether two given user reviews for a smartphone discuss the same feature, So that I can better understand customer priorities and preferences."
"Definition: You are given a book title in English and its translation in German. Your task is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether a book title translation is accurate.,,"As a publishing content reviewer, I want to evaluate whether a German translation of a book title accurately reflects the original English title, So that I can ensure consistency in cross-language publishing."
"Definition: You are given two summaries of a political event. Your task is to classify them as ""Similar"" if they describe the same event or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two political event summaries are similar.,,"As a political analyst, I want to determine whether two given summaries describe the same political event, So that I can ensure accuracy in political discourse analysis."
"Definition: You are given a customer review and a product description. Your task is to classify the review as ""Match"" if it aligns with the product description or ""No Match"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a customer review matches a product description.,,"As a customer feedback analyst, I want to determine whether a given review aligns with a product description, So that I can ensure accurate representation of customer experiences."
"Definition: You are given two summaries of environmental studies. Your task is to classify them as ""Similar"" if they discuss the same study or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two environmental study summaries are similar.,,"As an environmental researcher, I want to determine whether two given summaries discuss the same study, So that I can organize and analyze environmental data effectively."
"Definition: You are given a software manual and a troubleshooting guide. Your task is to classify the guide as ""Match"" if it aligns with the manual or ""No Match"" if it does not. Emphasis & Caution: - Things to avoid: -",Summarize whether a troubleshooting guide matches its software manual.,,"As a technical content reviewer, I want to determine whether a troubleshooting guide aligns with a software manual, So that I can ensure accurate and consistent documentation for users."
"Definition: You are given two video descriptions. Your task is to classify them as ""Similar"" if they refer to the same video or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two video descriptions are similar.,,"As a media content organizer, I want to determine whether two given video descriptions refer to the same video, So that I can ensure proper cataloging in video libraries."
"Definition: You are given a sentence in Korean and its English translation. Your task is to classify the translation as ""Yes"" if it is accurate or ""No"" if it is not. Emphasis & Caution: - Things to avoid: -",Summarize whether the Korean translation is accurate.,,"As a language reviewer, I want to assess whether a given English sentence accurately translates a Korean sentence, So that I can ensure high-quality multilingual communication."
"Definition: You are given two user comments on an e-commerce platform. Your task is to classify them as ""Similar"" if they discuss the same issue or ""Dissimilar"" if they do not. Emphasis & Caution: - Things to avoid: -",Summarize whether two e-commerce comments are similar.,,"As a customer feedback classifier, I want to determine whether two given comments discuss the same issue, So that I can improve the analysis and resolution of customer concerns."
"Definition: You are given two recipe descriptions. Your task is to classify them as ""Similar"" if they describe the same dish or ""Dissimilar"" if they do not. Emphasis & Caution: Ensure the focus is on key ingredients and preparation methods. Things to avoid: Avoid being misled by surface-level similarities in dish names.",Summarize whether two recipe descriptions are similar.,,"As a culinary content evaluator, I want to determine whether two given recipes describe the same dish, So that I can ensure accurate categorization in recipe collections, By focusing on key ingredients and preparation methods."
